rows=795
cols=1302
(6, 3001, -730)
(6, 3051, -945)
(6, 6953, -537)
(6, 3735, -976)
(6, 974, 82)
(6, 522, 508)
(6, 6337, -798)
(6, 53, -990)
(6, 2536, -614)
(6, 1339, 843)
(6, 1974, -965)
(6, 3462, -953)
(6, 6759, -609)
(6, 1190, 105)
(6, 2602, -747)
(6, 762, -634)
(6, 4310, -519)
(6, 4601, -1023)
(6, 4810, -865)
(6, 5135, -270)
(6, 206, 291)
(6, 788, -1001)
(6, 2413, -553)
(6, 1228, -199)
(6, 245, 278)
(6, 2679, -322)
(6, 6402, -557)
(6, 967, -557)
(6, 28, 914)
(6, 84, -982)
(6, 867, -972)
(6, 25, 55)
(6, 3780, -520)
(6, 7369, -733)
(6, 3077, -971)
(6, 638, -985)
(6, 3453, -641)
(6, 3617, -3)
(6, 2548, -716)
(6, 1241, -931)
(6, 654, -722)
(6, 633, 942)
(6, 308, 132)
(6, 9137, -813)
(6, 4814, -622)
(6, 3939, -692)
(6, 1980, -153)
(6, 4861, -623)
(6, 9075, -848)
(6, 7008, -952)
(6, 130, -737)
(6, 3132, -588)
(6, 805, 455)
(6, 905, -365)
(6, 2598, -505)
(6, 4537, -653)
(6, 4514, -817)
(6, 3382, -726)
(6, 8168, -823)
(6, 6866, 916)
(6, 5503, -588)
(6, 3283, -742)
(6, 1279, -936)
(6, 6464, -451)
(6, 3421, 80)
(6, 6158, 3)
(6, 1588, -804)
(6, 2957, -625)
(6, 1305, -608)
(6, 2745, -916)
(6, 4293, -520)
(6, 1214, -916)
(6, 1333, 233)
