rows=795
cols=1302
(5, 329, -912)
(5, 3689, -954)
(5, 244, -982)
(6, 193, -173)
(6, 2128, -794)
(6, 613, -336)
(6, 2328, -303)
(6, 2178, -922)
(6, 1862, -582)
(6, 261, -406)
(6, 672, -933)
(6, 1361, 513)
(6, 1872, -950)
(6, 969, -535)
(6, 3751, -512)
(6, 903, 651)
(6, 2494, -756)
(6, 1459, -113)
(6, 329, 792)
(6, 3980, 567)
(6, 1885, -661)
(6, 3476, -989)
(6, 288, -514)
(6, 1285, -751)
(6, 1446, 900)
(6, 2834, -248)
(6, 886, -651)
(6, 3634, -109)
(6, 1366, -970)
(6, 515, -821)
(6, 1414, -803)
(6, 1962, -710)
(6, 2529, -775)
(6, 736, -856)
(6, 2191, -976)
(6, 2096, -749)
(6, 4264, -543)
(6, 4274, 707)
(6, 3212, -742)
(6, 1500, -767)
(6, 3540, -914)
(6, 2122, -527)
(6, 1688, -707)
(6, 2147, -584)
(6, 1506, 976)
(6, 304, -989)
(6, 1751, -694)
(6, 4126, -518)
(6, 621, 550)
(6, 2223, -564)
(6, 960, -995)
(6, 1583, -744)
(6, 1898, -777)
(6, 2072, -763)
(6, 1704, -893)
(6, 781, -617)
(6, 463, -1022)
(6, 855, -695)
(6, 2053, -520)
(6, 2263, -1001)
(6, 876, 754)
(6, 1679, 367)
(6, 2156, 148)
(6, 4236, -786)
(6, 1306, -874)
(6, 571, -752)
(6, 628, 282)
(6, 2315, -949)
(6, 955, 18)
(6, 1837, -1001)
(6, 3266, 553)
(6, 2762, 574)
(6, 3667, -906)
(6, 1771, -625)
(6, 2, -78)
(6, 1231, -354)
(6, 3648, -526)
(6, 168, -84)
(6, 3142, 878)
(6, 1606, -656)
(6, 351, 204)
(6, 81, -1022)
(6, 4003, -817)
(6, 2394, -415)
(6, 1000, -679)
(6, 13, -672)
(6, 4285, 657)
(6, 1962, -857)
(6, 2763, 20)
(6, 2278, 384)
(6, 1624, -637)
(6, 178, 630)
(6, 163, -647)
(6, 2341, -1010)
(6, 2870, -543)
(6, 1859, -948)
(7, 2306, -956)
(7, 3966, 825)
(7, 616, -37)
(7, 376, -476)
(7, 673, -791)
(7, 1647, -975)
(7, 1323, 546)
(7, 156, -727)
(7, 1265, -571)
(7, 392, 174)
(7, 188, -796)
(7, 169, -318)
(7, 2239, -903)
(7, 1132, 1006)
(7, 1375, -605)
(7, 4107, 651)
(7, 2341, -666)
(7, 2769, -569)
(7, 1715, 159)
(7, 472, -718)
(7, 1070, -964)
(7, 1310, -643)
(7, 1364, -992)
(7, 2769, -4)
(7, 2017, -50)
(7, 3883, -801)
(7, 3007, -627)
(7, 3262, -765)
(7, 2211, -850)
(7, 1932, -616)
(7, 4626, -628)
(7, 896, 404)
(7, 4670, -790)
(7, 844, 731)
(7, 742, -772)
(7, 2541, -612)
(7, 2028, -999)
(7, 3082, -653)
(7, 3130, -682)
(7, 664, -924)
(7, 1638, -625)
(7, 2615, -558)
(7, 1930, -656)
(7, 887, -962)
(7, 4262, -999)
(7, 4307, -879)
(7, 2356, -524)
(7, 694, -959)
(7, 2715, -1023)
(7, 4540, -947)
(7, 4242, -571)
(7, 1620, -355)
(7, 1484, -893)
(7, 935, 71)
(7, 554, -117)
(7, 1839, 277)
(7, 1437, -746)
(7, 521, -540)
(7, 532, -525)
(7, 45, -899)
(7, 1612, -917)
(7, 126, -28)
(7, 3868, -554)
(7, 3786, -950)
(7, 4, -632)
(7, 475, -948)
(7, 35, -830)
(7, 3952, -969)
(7, 879, -727)
(7, 1486, -554)
(7, 1515, -621)
(7, 1687, -266)
(7, 1246, -614)
(7, 3957, -679)
(7, 2134, 640)
(7, 3633, -930)
(7, 3826, -901)
(7, 1392, -697)
(7, 660, 460)
(7, 3610, 878)
(7, 3821, -533)
(7, 3422, 384)
(7, 3718, 261)
(7, 2523, -808)
(7, 1243, -425)
(7, 1054, 655)
(7, 4154, 118)
(7, 3840, 837)
(7, 511, -1010)
(7, 155, -713)
(7, 783, -526)
(7, 1126, -516)
(7, 2617, -1017)
(7, 197, -59)
(7, 1018, -799)
(7, 586, 72)
(7, 1676, -823)
(8, 3930, 43)
(8, 659, 67)
(8, 2121, -966)
(8, 4001, -605)
(8, 913, -990)
(8, 2600, -796)
(8, 858, -817)
(8, 3754, -735)
(8, 711, -629)
(8, 7, -649)
(8, 1855, -618)
(8, 3700, -735)
(8, 958, -908)
(8, 1651, -496)
(8, 1905, -333)
(8, 652, -562)
(8, 1907, 624)
(8, 2254, -516)
(8, 164, -581)
(8, 3228, -699)
(8, 2364, 979)
(8, 242, -512)
(8, 1297, -813)
(8, 592, -766)
(8, 764, -905)
(8, 819, -919)
(8, 783, -930)
(8, 2155, 264)
(8, 3694, -661)
(8, 3032, 499)
(8, 3177, -754)
(8, 612, -939)
(8, 4672, -714)
(8, 1071, -722)
(8, 1432, -882)
(8, 1949, -387)
(8, 151, 588)
(8, 1059, -634)
(8, 69, -476)
(8, 1159, -981)
(8, 4269, 42)
(8, 135, 953)
(8, 4441, -936)
(8, 3281, -43)
(8, 486, -795)
(8, 2332, -849)
(8, 401, -532)
(8, 1510, -587)
(8, 1550, 164)
(8, 2569, -634)
(8, 3866, 253)
(8, 860, 571)
(8, 2065, 685)
(8, 4757, 152)
(8, 2108, -932)
(8, 535, -994)
(8, 3649, -764)
(8, 3253, -1019)
(9, 4054, -580)
(9, 492, 904)
(9, 1894, -726)
(9, 1882, -608)
(9, 3062, 485)
(9, 1136, -773)
(9, 1374, -691)
(9, 4061, 430)
(9, 462, -931)
(9, 1665, -995)
(9, 2170, -555)
(9, 1012, 94)
(9, 1045, -762)
(9, 809, -961)
(9, 2167, -565)
(9, 926, 347)
(9, 766, -587)
(9, 3855, -486)
(9, 2303, -692)
(9, 2261, -41)
(9, 4207, -791)
(9, 668, 193)
(9, 1601, -504)
(9, 923, -826)
(9, 3703, -769)
(9, 494, 999)
(9, 192, -30)
(9, 2245, -709)
(9, 151, -516)
(9, 1226, -868)
(9, 1565, -861)
(9, 1926, -380)
(9, 3315, -110)
(9, 1826, 238)
(9, 3455, -146)
(9, 158, -864)
(9, 140, -589)
(9, 1672, -829)
(9, 1964, 845)
(9, 4480, -619)
(9, 3653, -683)
(9, 3073, -677)
(9, 4263, -242)
(9, 930, -572)
(9, 4744, -600)
(9, 1213, -681)
(9, 3998, -689)
(10, 633, 437)
